id,cnt_airlines,cnt_entertainment,cnt_auto_rentals,cnt_vehicles,cnt_business_serv,cnt_clothing_stores,cnt_contracted_serv,cnt_direct_marketing,cnt_govt_serv,cnt_hotel,cnt_misc,cnt_personal_serv_prov,cnt_repair_serv,cnt_retail_stores,cnt_service_prov,cnt_transport,cnt_utilities,cnt_wholesale_distributor,tot_tran_cnt,amt_airlines,amt_entertainment,amt_auto_rentals,amt_vehicles,amt_business_serv,amt_clothing_stores,amt_contracted_serv,amt_direct_marketing,amt_govt_serv,amt_hotel,amt_misc,amt_personal_serv_prov,amt_repair_serv,amt_retail_stores,amt_service_prov,amt_transport,amt_utilities,amt_wholesale_distributor,tot_tran_amt,payment
1,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,256,99,125,112,35,240,6,35,157,406,668,230,16,396,112,150,137,16,3196,1598
2,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,1060,411,517,464,146,994,27,146,649,1682,2768,954,66,1643,464,623,570,66,13250,6625
3,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,21,8,10,9,3,20,1,3,13,33,54,19,1,32,9,12,11,1,260,260
4,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,5,110,42,53,48,15,103,3,15,67,174,286,99,7,170,48,64,59,7,1370,342.5
6,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,940,364,458,411,129,882,24,129,576,1493,2456,846,59,1457,411,552,505,59,11751,2937.75
7,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,38,15,19,17,5,36,1,5,23,61,100,34,2,59,17,22,21,2,477,71.55
10,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,71,28,35,31,10,67,2,10,44,113,186,64,5,110,31,42,38,5,892,892
12,1,1,0,1,0,2,0,1,1,2,7,1,0,6,0,2,1,0,26,475,184,232,208,65,445,12,65,291,754,1241,427,30,736,208,279,255,30,5937,5937
13,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,20,8,10,9,3,18,1,3,12,31,51,18,1,30,9,11,11,1,247,123.5
14,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,42,16,21,19,6,40,1,6,26,67,110,38,3,66,19,25,23,3,531,531
15,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,827,320,403,362,114,775,21,114,506,1312,2160,744,52,1281,362,486,444,52,10335,5167.5
