"id","cnt_airlines","cnt_entertainment","cnt_auto_rentals","cnt_vehicles","cnt_business_serv","cnt_clothing_stores","cnt_contracted_serv","cnt_direct_marketing","cnt_govt_serv","cnt_hotel","cnt_misc","cnt_personal_serv_prov","cnt_repair_serv","cnt_retail_stores","cnt_service_prov","cnt_transport","cnt_utilities","cnt_wholesale_distributor","tot_tran_cnt","amt_airlines","amt_entertainment","amt_auto_rentals","amt_vehicles","amt_business_serv","amt_clothing_stores","amt_contracted_serv","amt_direct_marketing","amt_govt_serv","amt_hotel","amt_misc","amt_personal_serv_prov","amt_repair_serv","amt_retail_stores","amt_service_prov","amt_transport","amt_utilities","amt_wholesale_distributor","tot_tran_amt","payment"
1,2,3,2,1,1,1,3,3,1,1,3,1,3,2,3,1,1,1,33,3662,1419,1785,1602,504,3433,92,504,2243,5813,9567,3296,229,5676,1602,2151,1968,229,45775,22887.5
2,3,1,1,3,2,1,1,3,3,1,2,1,2,2,2,3,3,1,35,59,23,29,26,8,55,2,8,36,93,154,53,4,91,26,35,32,4,738,369
3,2,1,1,3,1,1,1,2,2,1,3,1,1,2,2,1,3,3,31,356,138,174,156,49,334,9,49,218,565,930,320,22,552,156,209,191,22,4450,4450
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,1,3,1,1,1,2,2,1,1,4,1,2,3,3,1,1,2,32,134,52,65,59,18,125,3,18,82,212,349,120,8,207,59,79,72,8,1670,835
6,3,1,3,1,2,1,3,3,1,1,4,1,3,3,1,1,1,1,34,1492,578,727,653,205,1399,37,205,914,2368,3898,1343,93,2312,653,877,802,93,18649,932.45
7,3,2,1,3,1,1,0,3,3,1,2,2,3,2,1,1,1,1,31,8,3,4,4,1,8,0,1,5,13,21,7,1,13,4,5,4,1,103,51.5
9,3,2,3,1,2,1,3,3,1,1,3,1,1,2,3,1,1,2,34,52,20,25,23,7,49,1,7,32,83,136,47,3,81,23,31,28,3,651,651
10,1,1,1,1,2,1,3,1,1,1,4,1,3,3,2,1,1,1,29,29,11,14,13,4,27,1,4,18,46,76,26,2,45,13,17,16,2,364,91
11,2,1,2,1,3,1,0,2,1,1,3,1,2,3,3,1,1,1,29,13,5,6,6,2,12,0,2,8,20,33,11,1,19,6,7,7,1,159,7.95
