"id","cnt_airlines","cnt_entertainment","cnt_auto_rentals","cnt_vehicles","cnt_business_serv","cnt_clothing_stores","cnt_contracted_serv","cnt_direct_marketing","cnt_govt_serv","cnt_hotel","cnt_misc","cnt_personal_serv_prov","cnt_repair_serv","cnt_retail_stores","cnt_service_prov","cnt_transport","cnt_utilities","cnt_wholesale_distributor","tot_tran_cnt","amt_airlines","amt_entertainment","amt_auto_rentals","amt_vehicles","amt_business_serv","amt_clothing_stores","amt_contracted_serv","amt_direct_marketing","amt_govt_serv","amt_hotel","amt_misc","amt_personal_serv_prov","amt_repair_serv","amt_retail_stores","amt_service_prov","amt_transport","amt_utilities","amt_wholesale_distributor","tot_tran_amt","payment"
2,1,3,3,1,1,1,3,3,2,1,3,1,2,2,2,1,2,2,34,1389,538,677,608,191,1302,35,191,851,2205,3629,1250,87,2153,608,816,747,87,17364,17364
3,2,2,3,2,1,1,1,2,1,1,2,1,1,2,1,1,2,3,29,4040,1566,1970,1768,556,3788,101,556,2475,6414,10555,3636,253,6262,1768,2374,2172,253,50507,2525.35
4,3,3,1,1,1,1,3,1,1,1,3,1,2,2,3,1,1,1,30,21,8,11,9,3,20,1,3,13,34,56,19,1,33,9,13,12,1,267,267
6,2,1,3,1,2,1,3,3,1,1,4,1,2,4,3,1,1,1,35,221,86,108,97,30,207,6,30,135,351,577,199,14,342,97,130,119,14,2763,2763
8,2,2,2,1,1,1,3,3,2,1,3,1,1,2,2,1,3,2,33,67,26,33,29,9,63,2,9,41,106,175,60,4,104,29,39,36,4,836,418
9,3,1,3,1,1,1,2,1,1,1,3,1,2,3,2,1,1,1,29,353,137,172,155,49,331,9,49,216,560,922,318,22,547,155,207,190,22,4414,2207
10,3,1,1,1,3,2,1,1,1,1,5,1,2,5,2,1,1,3,35,2283,885,1113,999,314,2141,57,314,1399,3625,5965,2055,143,3539,999,1342,1227,143,28543,14271.5
12,2,1,2,1,3,1,2,3,1,1,4,1,3,3,3,1,1,1,34,975,378,475,427,134,914,24,134,597,1547,2547,877,61,1511,427,573,524,61,12186,3046.5
13,2,1,3,1,3,1,2,3,1,1,4,1,1,4,2,1,1,2,34,1218,472,594,533,168,1142,31,168,746,1934,3183,1096,76,1888,533,716,655,76,15229,3807.25
15,3,1,3,1,3,1,3,1,1,1,4,1,1,4,2,1,1,2,34,409,158,199,179,56,383,10,56,250,649,1068,368,26,634,179,240,220,26,5110,2555
16,3,1,1,2,3,1,1,1,1,3,2,1,2,2,1,2,3,2,32,35,14,17,15,5,33,1,5,22,56,91,32,2,54,15,21,19,2,439,439
18,3,3,2,1,3,1,0,1,3,1,3,1,1,2,1,1,3,2,32,13,5,6,6,2,12,0,2,8,20,33,12,1,20,6,8,7,1,162,24.3
19,2,1,1,1,2,1,3,1,1,1,4,1,1,4,2,1,1,3,31,31,12,15,14,4,29,1,4,19,49,80,28,2,48,14,18,17,2,387,193.5
20,1,3,3,3,3,1,3,3,1,1,3,1,3,2,1,1,1,1,35,252,98,123,110,35,236,6,35,154,399,657,227,16,390,110,148,135,16,3147,3147
21,3,2,3,1,2,1,1,1,1,1,3,1,3,2,1,1,1,1,29,64,25,31,28,9,60,2,9,39,101,166,57,4,99,28,37,34,4,797,119.55
