id,cnt_airlines,cnt_entertainment,cnt_auto_rentals,cnt_vehicles,cnt_business_serv,cnt_clothing_stores,cnt_contracted_serv,cnt_direct_marketing,cnt_govt_serv,cnt_hotel,cnt_misc,cnt_personal_serv_prov,cnt_repair_serv,cnt_retail_stores,cnt_service_prov,cnt_transport,cnt_utilities,cnt_wholesale_distributor,tot_tran_cnt,amt_airlines,amt_entertainment,amt_auto_rentals,amt_vehicles,amt_business_serv,amt_clothing_stores,amt_contracted_serv,amt_direct_marketing,amt_govt_serv,amt_hotel,amt_misc,amt_personal_serv_prov,amt_repair_serv,amt_retail_stores,amt_service_prov,amt_transport,amt_utilities,amt_wholesale_distributor,tot_tran_amt,payment
1,0,1,0,1,0,2,0,1,1,1,5,1,0,5,0,1,1,0,20,1184,459,577,518,163,1110,30,163,725,1879,3093,1066,74,1835,518,696,636,74,14800,14800
2,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,608,236,297,266,84,570,15,84,373,966,1589,548,38,943,266,357,327,38,7605,7605
3,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,677,262,330,296,93,634,17,93,414,1074,1767,609,42,1049,296,397,364,42,8456,8456
4,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,2331,903,1136,1020,321,2185,58,321,1428,3700,6090,2098,146,3613,1020,1369,1253,146,29138,29138
5,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,207,80,101,91,29,194,5,29,127,329,542,187,13,321,91,122,112,13,2593,2593
6,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,165,64,80,72,23,155,4,23,101,262,431,149,10,256,72,97,89,10,2063,2063
7,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,492,191,240,215,68,462,12,68,302,782,1286,443,31,763,215,289,265,31,6155,6155
8,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,175,68,85,77,24,164,4,24,107,278,458,158,11,272,77,103,94,11,2190,2190
9,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,11,4,5,5,2,10,0,2,6,17,27,9,1,16,5,6,6,1,133,133
11,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,3264,1265,1591,1428,449,3060,82,449,1999,5182,8528,2938,204,5060,1428,1918,1755,204,40804,20402
12,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,74,29,36,32,10,69,2,10,45,117,192,66,5,114,32,43,40,5,921,230.25
13,0,1,0,1,0,2,0,1,1,1,6,1,0,5,0,1,1,0,21,660,256,322,289,91,619,17,91,404,1048,1725,594,41,1023,289,388,355,41,8253,8253
14,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,11,4,5,5,2,10,0,2,7,17,28,10,1,17,5,6,6,1,137,137
15,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,51,20,25,22,7,48,1,7,31,81,133,46,3,79,22,30,27,3,636,636
18,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,9,4,4,4,1,8,0,1,6,14,23,8,1,14,4,5,5,1,112,56
20,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,10166,3940,4956,4448,1398,9531,254,1398,6227,16139,26560,9150,635,15758,4448,5973,5465,635,127081,127081
21,0,1,0,1,0,2,0,1,1,1,5,1,0,5,0,1,1,0,20,25,10,12,11,4,23,1,4,15,40,65,23,2,39,11,15,14,2,316,158
23,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,12,5,6,5,2,11,0,2,7,19,31,11,1,18,5,7,6,1,149,149
24,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,388,150,189,170,53,364,10,53,238,616,1013,349,24,601,170,228,208,24,4848,4848
26,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,999,387,487,437,137,936,25,137,612,1585,2609,899,63,1548,437,587,537,63,12485,12485
27,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,33,13,16,14,5,31,1,5,20,52,85,29,2,51,14,19,18,2,410,205
28,0,1,0,1,0,2,0,1,1,1,6,1,0,5,0,1,1,0,21,60,23,29,26,8,56,2,8,37,96,157,54,4,93,26,35,32,4,750,375
29,0,1,0,1,0,2,0,1,1,1,5,1,0,5,0,1,1,0,20,302,117,147,132,42,283,8,42,185,480,789,272,19,468,132,178,162,19,3777,3777
30,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,5,55,21,27,24,8,51,1,8,34,87,143,49,4,85,24,32,30,4,687,343.5
31,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,12,5,6,5,2,12,0,2,8,19,32,11,1,19,5,7,7,1,154,154
32,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,74,29,36,32,10,69,2,10,45,117,192,66,5,114,32,43,40,5,921,460.5
33,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,3392,1315,1654,1484,467,3180,85,467,2078,5385,8862,3053,212,5258,1484,1993,1823,212,42404,42404
34,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2447,948,1193,1071,337,2294,61,337,1499,3885,6393,2202,153,3793,1071,1438,1315,153,30590,15295
35,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,48,19,23,21,7,45,1,7,29,76,124,43,3,74,21,28,26,3,598,299
36,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,155,60,75,68,21,145,4,21,95,246,404,139,10,240,68,91,83,10,1935,290.25
37,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,439,170,214,192,60,411,11,60,269,696,1146,395,28,680,192,258,236,28,5485,2742.5
38,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,113,44,55,50,16,106,3,16,69,180,296,102,7,176,50,67,61,7,1418,709
39,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,325,126,158,142,45,304,8,45,199,515,848,292,20,503,142,191,175,20,4058,4058
40,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,7824,3032,3814,3423,1076,7335,196,1076,4792,12420,20439,7041,489,12127,3423,4596,4205,489,97797,97797
41,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,4350,1686,2121,1903,598,4078,109,598,2664,6905,11364,3915,272,6742,1903,2556,2338,272,54374,8156.1
42,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,204,79,99,89,28,191,5,28,125,323,531,183,13,315,89,120,109,13,2544,2544
43,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,663,257,323,290,91,621,17,91,406,1052,1731,596,42,1027,290,389,356,42,8284,8284
44,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,461,179,225,202,63,432,12,63,282,732,1204,415,29,714,202,271,248,29,5763,5763
45,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,496,192,242,217,68,465,12,68,304,787,1295,446,31,768,217,291,267,31,6197,6197
46,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,19,8,9,8,3,18,1,3,12,30,50,17,1,30,8,11,10,1,239,239
47,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,1588,615,774,695,218,1489,40,218,973,2521,4148,1429,99,2461,695,933,854,99,19849,19849
49,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,4259,1651,2077,1864,586,3993,107,586,2609,6762,11128,3834,266,6602,1864,2502,2290,266,53246,13311.5
50,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,123,48,60,54,17,115,3,17,75,195,322,111,8,191,54,72,66,8,1539,384.75
51,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,3821,1481,1863,1672,525,3582,96,525,2340,6066,9982,3439,239,5922,1672,2245,2054,239,47763,23881.5
52,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,29,11,14,13,4,27,1,4,18,45,74,26,2,44,13,17,15,2,359,179.5
53,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,8,3,4,4,1,8,0,1,5,13,21,7,1,13,4,5,4,1,103,51.5
55,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,25,10,12,11,4,24,1,4,15,40,65,23,2,39,11,15,14,2,317,158.5
57,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,1262,489,615,552,174,1183,32,174,773,2003,3296,1136,79,1956,552,741,678,79,15774,7887
58,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,42,17,21,19,6,40,1,6,26,67,111,38,3,66,19,25,23,3,533,266.5
59,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,180,70,88,79,25,169,5,25,110,285,470,162,11,279,79,106,97,11,2251,1125.5
62,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,172,67,84,75,24,162,4,24,106,274,450,155,11,267,75,101,93,11,2155,2155
63,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,61,24,30,27,8,57,2,8,37,96,158,55,4,94,27,36,33,4,761,761
