"id","cnt_airlines","cnt_entertainment","cnt_auto_rentals","cnt_vehicles","cnt_business_serv","cnt_clothing_stores","cnt_contracted_serv","cnt_direct_marketing","cnt_govt_serv","cnt_hotel","cnt_misc","cnt_personal_serv_prov","cnt_repair_serv","cnt_retail_stores","cnt_service_prov","cnt_transport","cnt_utilities","cnt_wholesale_distributor","tot_tran_cnt","amt_airlines","amt_entertainment","amt_auto_rentals","amt_vehicles","amt_business_serv","amt_clothing_stores","amt_contracted_serv","amt_direct_marketing","amt_govt_serv","amt_hotel","amt_misc","amt_personal_serv_prov","amt_repair_serv","amt_retail_stores","amt_service_prov","amt_transport","amt_utilities","amt_wholesale_distributor","tot_tran_amt","payment"
1,3,1,2,1,1,1,2,3,1,1,4,1,1,3,3,1,1,3,33,93,36,46,41,13,88,2,13,57,148,244,84,6,145,41,55,50,6,1168,584
2,1,3,3,3,3,1,3,2,2,1,2,2,1,2,1,2,2,1,35,360,139,175,157,50,337,9,50,220,571,939,324,23,557,157,211,193,23,4495,4495
3,1,3,3,3,1,1,1,3,2,1,2,3,3,2,1,1,1,3,35,877,340,428,384,121,823,22,121,538,1393,2292,790,55,1360,384,516,472,55,10971,10971
4,3,3,1,2,1,2,3,3,1,3,1,1,1,1,2,1,3,2,34,239,93,117,105,33,224,6,33,147,380,625,216,15,371,105,141,129,15,2994,2994
5,1,2,2,2,1,1,2,3,3,1,3,1,1,2,1,1,1,3,31,153,59,74,67,21,143,4,21,94,242,399,137,10,237,67,90,82,10,1910,477.5
6,1,1,1,1,1,1,2,3,1,1,4,1,3,4,2,1,1,3,32,148,57,72,65,20,139,4,20,91,235,387,133,9,229,65,87,80,9,1850,1850
7,2,1,3,1,2,1,1,1,1,1,4,1,3,4,2,1,1,1,31,20,8,10,9,3,18,1,3,12,31,51,18,1,30,9,12,11,1,248,62
8,1,1,3,1,3,1,3,3,1,1,4,1,1,4,3,1,1,1,34,2868,1111,1398,1255,394,2689,72,394,1757,4553,7492,2581,179,4445,1255,1685,1542,179,35849,5377.35
9,1,1,3,1,2,1,1,3,1,1,3,1,3,3,1,1,1,2,30,43,17,21,19,6,40,1,6,26,68,112,39,3,66,19,25,23,3,537,80.55
10,1,1,3,1,1,1,3,3,1,1,3,1,2,3,3,1,1,2,32,151,58,74,66,21,141,4,21,92,239,394,136,10,234,66,89,81,10,1887,943.5
11,3,3,3,3,1,1,3,3,3,2,1,3,1,1,1,3,3,2,40,400,155,195,175,55,375,10,55,245,635,1045,360,25,620,175,235,215,25,5000,5000
12,3,1,2,1,3,2,0,3,1,1,5,1,1,4,3,1,1,1,34,15,6,8,7,2,14,0,2,9,24,40,14,1,24,7,9,8,1,191,191
13,2,1,2,1,2,2,3,1,1,1,5,1,2,4,2,1,1,3,35,1016,394,495,445,140,953,26,140,622,1613,2655,915,64,1575,445,597,546,64,12705,12705
14,3,1,2,1,1,1,2,2,1,1,4,1,2,4,3,1,1,2,33,1048,406,511,459,144,983,26,144,642,1664,2738,943,66,1625,459,616,563,66,13103,6551.5
16,2,3,2,2,2,1,1,2,2,2,2,3,3,2,1,3,1,3,37,8896,3447,4337,3892,1223,8340,222,1223,5449,14122,23241,8006,556,13789,3892,5226,4782,556,111199,16679.85
17,2,1,2,1,2,1,1,3,1,1,4,1,1,4,2,1,1,1,30,195,76,95,86,27,183,5,27,120,310,510,176,12,303,86,115,105,12,2443,1221.5
18,3,1,3,1,2,1,0,2,1,1,3,1,3,3,1,1,1,2,30,13,5,6,6,2,12,0,2,8,21,34,12,1,20,6,8,7,1,164,82
19,2,1,1,1,3,1,0,1,1,1,4,1,3,4,3,1,1,2,31,12,5,6,5,2,11,0,2,8,19,32,11,1,19,5,7,7,1,153,76.5
21,2,1,1,1,1,1,3,3,1,1,4,1,3,3,2,1,1,3,33,20,8,10,9,3,18,1,3,12,31,51,18,1,30,9,12,11,1,248,124
22,3,1,3,1,1,1,2,1,1,1,4,1,3,4,3,1,1,2,34,220,85,107,96,30,206,6,30,135,349,574,198,14,341,96,129,118,14,2748,2748
23,3,1,3,1,2,1,1,2,1,1,4,1,2,4,2,1,1,2,33,758,294,370,332,104,711,19,104,464,1204,1981,682,47,1175,332,445,408,47,9477,9477
24,2,3,2,3,2,1,2,2,1,1,3,1,1,2,2,1,1,3,33,119,46,58,52,16,111,3,16,73,189,310,107,8,184,52,70,64,8,1486,743
25,2,1,3,1,1,1,2,2,1,1,4,1,1,3,1,1,1,1,28,40,15,19,17,6,37,1,6,24,63,104,36,3,62,17,23,21,3,497,497
26,1,1,2,1,1,2,3,1,1,1,5,1,3,5,2,1,1,3,35,392,152,191,172,54,368,10,54,240,623,1025,353,25,608,172,231,211,25,4906,2453
27,3,3,1,3,3,1,3,2,3,1,3,1,3,2,1,1,2,1,37,22,9,11,10,3,21,1,3,13,35,57,20,1,34,10,13,12,1,276,138
29,1,1,1,1,2,1,1,1,1,1,4,1,2,3,2,1,1,3,28,593,230,289,259,82,556,15,82,363,941,1549,534,37,919,259,348,319,37,7412,7412
31,3,1,2,1,3,1,3,2,1,1,4,1,1,3,2,1,1,3,34,1858,720,906,813,256,1742,47,256,1138,2950,4855,1673,116,2881,813,1092,999,116,23231,23231
32,2,1,3,1,3,1,3,3,1,1,4,1,2,3,3,1,1,1,35,331,128,162,145,46,311,8,46,203,526,866,298,21,514,145,195,178,21,4144,4144
33,2,2,2,2,2,1,0,3,1,1,3,1,2,2,3,1,3,2,33,15,6,8,7,2,14,0,2,9,24,40,14,1,24,7,9,8,1,191,191
34,1,3,3,1,3,1,2,1,1,1,3,1,2,2,2,1,1,2,31,2068,801,1008,905,284,1939,52,284,1267,3283,5402,1861,129,3205,905,1215,1112,129,25849,12924.5
35,2,1,2,2,1,1,3,3,1,1,3,1,3,3,1,1,1,1,31,4475,1734,2181,1958,615,4195,112,615,2741,7103,11690,4027,280,6935,1958,2629,2405,280,55933,13983.25
36,1,2,1,2,3,1,3,2,1,1,2,3,3,2,1,3,1,1,33,94,36,46,41,13,88,2,13,58,149,245,84,6,145,41,55,50,6,1172,1172
37,2,3,1,1,1,1,2,2,2,2,2,2,3,2,1,1,3,3,34,3082,1194,1503,1349,424,2890,77,424,1888,4893,8053,2774,193,4778,1349,1811,1657,193,38532,38532
39,2,1,1,1,2,1,2,1,1,1,4,1,2,4,1,1,1,3,30,17,7,9,8,2,16,1,2,11,28,45,16,1,27,8,10,9,1,218,109
40,2,3,2,3,1,1,2,2,3,1,3,1,3,2,2,1,2,3,37,1501,582,732,657,206,1407,38,206,919,2383,3921,1351,94,2327,657,882,807,94,18764,9382
41,3,1,3,1,2,1,2,3,1,1,3,1,2,3,3,1,1,3,35,31,12,15,14,4,29,1,4,19,49,81,28,2,48,14,18,17,2,388,388
42,2,1,3,1,2,1,1,1,1,1,3,1,1,3,2,1,1,1,27,38,15,19,17,5,36,1,5,24,61,100,35,2,60,17,23,21,2,481,481
43,1,1,2,1,1,1,2,2,1,1,4,1,3,3,3,1,1,1,30,276,107,135,121,38,259,7,38,169,438,722,249,17,428,121,162,149,17,3453,172.65
44,1,1,3,1,3,1,2,1,1,1,4,1,3,3,3,1,1,3,34,989,383,482,433,136,927,25,136,606,1570,2584,890,62,1533,433,581,532,62,12364,12364
45,2,1,2,1,1,1,3,1,1,1,4,1,3,3,2,1,1,3,32,613,238,299,268,84,575,15,84,376,973,1602,552,38,950,268,360,330,38,7663,7663
46,2,1,2,1,2,1,2,1,1,1,4,1,3,4,2,1,1,1,31,31,12,15,14,4,29,1,4,19,49,81,28,2,48,14,18,17,2,388,194
47,2,1,2,1,1,1,1,2,1,1,4,1,1,4,1,1,1,1,27,39,15,19,17,5,37,1,5,24,62,102,35,3,61,17,23,21,3,489,122.25
48,2,1,3,1,3,1,2,1,1,1,4,1,3,3,2,1,1,1,32,226,88,110,99,31,212,6,31,138,359,590,203,14,350,99,133,121,14,2824,706
49,3,1,1,2,3,1,1,2,1,1,3,1,2,3,1,1,1,1,29,1524,591,743,667,210,1429,38,210,934,2420,3982,1372,95,2363,667,896,819,95,19055,9527.5
50,3,1,2,1,1,2,1,1,1,1,5,1,3,5,2,1,1,2,34,127,49,62,56,18,119,3,18,78,202,332,114,8,197,56,75,68,8,1590,1590
51,1,2,1,1,3,1,3,3,1,2,2,2,3,2,3,3,1,1,35,26,10,13,11,4,24,1,4,16,41,68,23,2,40,11,15,14,2,325,325
52,2,1,3,2,3,1,0,1,3,1,2,1,1,2,3,3,3,1,33,9,4,4,4,1,9,0,1,6,14,24,8,1,14,4,5,5,1,114,57
53,1,1,1,1,3,1,0,3,1,1,4,1,1,3,2,1,1,2,28,14,6,7,6,2,13,0,2,9,23,37,13,1,22,6,8,8,1,178,178
54,3,1,3,1,2,1,1,2,1,1,4,1,1,3,2,1,1,3,32,73,28,36,32,10,69,2,10,45,116,191,66,5,114,32,43,39,5,916,916
55,3,3,1,2,2,1,1,1,3,1,2,2,1,2,3,1,1,1,31,624,242,304,273,86,585,16,86,383,991,1631,562,39,968,273,367,336,39,7805,7805
57,1,1,1,1,3,1,3,2,1,1,3,1,2,3,3,1,1,3,32,1046,406,510,458,144,981,26,144,641,1661,2733,942,65,1622,458,615,562,65,13079,6539.5
58,3,1,2,1,2,1,1,1,1,1,4,1,1,3,3,1,1,2,30,1459,566,712,639,201,1368,37,201,894,2317,3813,1313,91,2262,639,857,784,91,18244,18244
59,3,1,2,1,1,1,0,2,1,1,4,1,1,3,1,1,1,1,26,11,4,6,5,2,11,0,2,7,18,30,10,1,18,5,7,6,1,144,72
61,3,1,1,1,2,2,3,3,1,1,5,1,2,4,3,1,1,1,36,1375,533,670,601,189,1289,34,189,842,2182,3591,1237,86,2131,601,808,739,86,17183,17183
62,1,1,1,1,1,1,2,3,1,1,4,1,3,3,1,1,1,2,29,328,127,160,144,45,308,8,45,201,521,858,295,21,509,144,193,177,21,4105,4105
63,3,1,2,1,1,1,1,3,1,1,4,1,2,4,3,1,1,3,34,338,131,165,148,47,317,9,47,207,537,883,304,21,524,148,199,182,21,4228,4228
65,1,1,3,1,1,2,2,1,1,2,7,1,3,6,3,1,1,1,38,77,30,38,34,11,73,2,11,47,123,202,70,5,120,34,46,42,5,970,485
66,2,1,1,2,3,1,1,2,1,2,1,1,3,1,3,1,3,2,31,65,25,32,28,9,60,2,9,40,102,168,58,4,100,28,38,35,4,807,807
67,3,1,3,1,1,1,0,3,1,1,3,1,3,3,1,1,1,2,30,15,6,7,7,2,14,0,2,9,24,39,14,1,23,7,9,8,1,188,94
68,3,3,1,3,3,1,1,3,2,1,2,2,3,2,3,1,2,1,37,66,26,32,29,9,62,2,9,41,105,174,60,4,103,29,39,36,4,830,830
70,2,1,2,1,1,1,0,1,1,1,3,1,3,3,1,1,1,3,27,11,4,5,5,2,10,0,2,7,17,28,10,1,17,5,6,6,1,137,68.5
71,1,1,2,1,2,2,3,1,1,1,5,1,1,5,3,1,1,1,33,71,27,35,31,10,66,2,10,43,112,185,64,5,110,31,42,38,5,887,887
72,1,1,3,1,2,1,1,2,1,1,3,1,3,3,2,1,1,2,30,255,99,124,112,35,239,6,35,156,405,666,230,16,395,112,150,137,16,3188,3188
73,1,1,2,1,1,1,3,1,1,1,4,1,2,3,3,1,1,2,30,321,124,156,140,44,301,8,44,196,509,837,289,20,497,140,188,172,20,4006,2003
74,1,1,2,1,1,2,1,1,1,1,6,1,3,5,3,1,1,2,34,78,30,38,34,11,74,2,11,48,124,205,71,5,121,34,46,42,5,979,489.5
75,3,1,3,1,2,2,1,1,1,1,6,1,3,5,2,1,1,3,38,33,13,16,15,5,31,1,5,21,53,87,30,2,52,15,20,18,2,419,209.5
76,3,3,1,3,1,1,1,2,1,1,3,1,2,2,3,1,1,3,33,6851,2655,3340,2997,942,6423,171,942,4196,10876,17899,6166,428,10619,2997,4025,3683,428,85638,42819
77,3,1,1,3,1,2,3,1,3,3,1,1,2,1,3,3,3,1,36,79,31,38,34,11,74,2,11,48,125,205,71,5,122,34,46,42,5,983,983
80,3,1,2,1,3,1,2,2,1,1,4,1,2,3,1,1,1,3,33,372,144,181,163,51,348,9,51,228,590,971,335,23,576,163,218,200,23,4646,2323
83,2,1,3,1,3,1,2,1,1,1,4,1,1,4,2,1,1,3,33,4306,1669,2099,1884,592,4037,108,592,2638,6836,11250,3876,269,6675,1884,2530,2315,269,53829,53829
85,3,1,2,1,2,1,2,3,1,1,4,1,3,4,2,1,1,2,35,190,74,93,83,26,178,5,26,117,302,497,171,12,295,83,112,102,12,2378,1189
86,1,1,2,1,1,1,0,2,3,1,2,1,3,2,2,1,3,2,29,10,4,5,4,1,9,0,1,6,16,26,9,1,15,4,6,5,1,123,123
87,3,2,3,2,3,1,3,1,1,1,3,1,1,2,2,1,2,1,33,179,69,87,78,25,168,5,25,109,284,467,161,11,277,78,105,96,11,2235,111.75
