"id","cnt_airlines","cnt_entertainment","cnt_auto_rentals","cnt_vehicles","cnt_business_serv","cnt_clothing_stores","cnt_contracted_serv","cnt_direct_marketing","cnt_govt_serv","cnt_hotel","cnt_misc","cnt_personal_serv_prov","cnt_repair_serv","cnt_retail_stores","cnt_service_prov","cnt_transport","cnt_utilities","cnt_wholesale_distributor","tot_tran_cnt","amt_airlines","amt_entertainment","amt_auto_rentals","amt_vehicles","amt_business_serv","amt_clothing_stores","amt_contracted_serv","amt_direct_marketing","amt_govt_serv","amt_hotel","amt_misc","amt_personal_serv_prov","amt_repair_serv","amt_retail_stores","amt_service_prov","amt_transport","amt_utilities","amt_wholesale_distributor","tot_tran_amt","payment"
1,1,1,3,1,1,1,2,1,1,1,4,1,1,4,2,1,1,1,28,639,248,312,280,88,599,16,88,392,1015,1670,575,40,991,280,376,344,40,7993,3996.5
2,2,3,2,2,3,1,2,1,3,1,2,1,1,2,2,1,1,2,32,7474,2896,3643,3270,1028,7007,187,1028,4578,11864,19525,6726,467,11584,3270,4391,4017,467,93422,93422
3,2,1,2,1,2,1,2,1,3,1,2,3,2,2,1,3,3,2,34,10072,3903,4910,4406,1385,9442,252,1385,6169,15989,26313,9065,630,15611,4406,5917,5414,630,125899,125899
5,2,1,3,1,3,1,1,1,1,1,4,1,2,4,1,1,1,3,32,24,9,12,11,3,23,1,3,15,38,63,22,2,37,11,14,13,2,303,303
6,3,1,1,1,3,2,3,1,1,1,6,1,1,5,2,1,1,2,36,1820,705,888,796,250,1707,46,250,1115,2890,4756,1638,114,2822,796,1070,979,114,22756,22756
9,2,1,3,1,1,2,1,2,1,1,5,1,2,4,2,1,1,3,34,83,32,41,37,12,78,2,12,51,132,217,75,5,129,37,49,45,5,1042,1042
10,2,3,1,3,3,1,1,3,2,1,2,1,1,2,3,1,3,3,36,798,309,389,349,110,748,20,110,489,1266,2084,718,50,1236,349,469,429,50,9973,9973
12,2,1,2,1,1,1,0,2,1,1,4,1,2,3,1,1,1,1,26,10,4,5,4,1,9,0,1,6,15,25,9,1,15,4,6,5,1,121,121
13,2,3,1,3,2,1,0,2,1,1,3,1,3,2,1,1,3,3,33,10,4,5,4,1,9,0,1,6,15,25,9,1,15,4,6,5,1,121,121
14,3,1,2,1,3,1,2,1,2,2,2,2,2,2,3,3,2,1,35,2264,877,1104,990,311,2122,57,311,1387,3594,5914,2037,142,3509,990,1330,1217,142,28298,7074.5
15,1,1,3,1,1,2,2,1,1,1,5,1,1,4,1,1,1,2,30,306,119,149,134,42,287,8,42,188,486,800,276,19,475,134,180,165,19,3829,3829
16,2,1,2,1,2,1,3,2,1,1,4,1,1,4,2,1,1,1,31,1327,514,647,581,183,1244,33,183,813,2106,3466,1194,83,2057,581,780,713,83,16588,16588
17,3,1,2,1,2,1,1,3,1,1,4,1,2,3,2,1,1,1,31,664,258,324,291,91,623,17,91,407,1055,1736,598,42,1030,291,390,357,42,8307,4153.5
18,2,1,3,1,3,1,2,3,1,1,3,1,3,3,1,1,1,3,34,1458,565,711,638,201,1367,37,201,893,2314,3809,1312,91,2260,638,857,784,91,18227,911.35
20,1,1,2,1,1,1,3,3,1,1,4,1,1,3,3,1,1,2,31,191,74,93,84,26,179,5,26,117,304,500,172,12,296,84,112,103,12,2390,119.5
21,2,1,1,1,2,1,1,1,1,1,4,1,3,3,2,1,1,1,28,55,21,27,24,8,52,1,8,34,88,144,50,4,86,24,33,30,4,693,346.5
