id,cnt_airlines,cnt_entertainment,cnt_auto_rentals,cnt_vehicles,cnt_business_serv,cnt_clothing_stores,cnt_contracted_serv,cnt_direct_marketing,cnt_govt_serv,cnt_hotel,cnt_misc,cnt_personal_serv_prov,cnt_repair_serv,cnt_retail_stores,cnt_service_prov,cnt_transport,cnt_utilities,cnt_wholesale_distributor,tot_tran_cnt,amt_airlines,amt_entertainment,amt_auto_rentals,amt_vehicles,amt_business_serv,amt_clothing_stores,amt_contracted_serv,amt_direct_marketing,amt_govt_serv,amt_hotel,amt_misc,amt_personal_serv_prov,amt_repair_serv,amt_retail_stores,amt_service_prov,amt_transport,amt_utilities,amt_wholesale_distributor,tot_tran_amt,payment
2,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,307,119,150,134,42,288,8,42,188,487,801,276,19,475,134,180,165,19,3834,3834
3,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,226,88,110,99,31,212,6,31,138,359,590,203,14,350,99,133,121,14,2824,2824
4,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,1991,771,970,871,274,1866,50,274,1219,3160,5200,1792,125,3085,871,1170,1070,125,24884,1244.2
5,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,28,11,14,12,4,26,1,4,17,44,73,25,2,43,12,17,15,2,350,175
6,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,14,5,7,6,2,13,0,2,8,22,35,12,1,21,6,8,7,1,170,170
7,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,2840,1101,1385,1243,391,2663,71,391,1740,4509,7420,2556,178,4402,1243,1669,1527,178,35507,8876.75
8,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,316,123,154,138,44,296,8,44,194,502,825,284,20,490,138,186,170,20,3952,1976
9,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,181,70,89,79,25,170,5,25,111,288,474,163,11,281,79,107,98,11,2267,1133.5
10,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,12,5,6,5,2,11,0,2,7,18,30,11,1,18,5,7,6,1,147,147
11,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,1673,648,816,732,230,1568,42,230,1025,2656,4370,1506,105,2593,732,983,899,105,20913,20913
