"id","cnt_airlines","cnt_entertainment","cnt_auto_rentals","cnt_vehicles","cnt_business_serv","cnt_clothing_stores","cnt_contracted_serv","cnt_direct_marketing","cnt_govt_serv","cnt_hotel","cnt_misc","cnt_personal_serv_prov","cnt_repair_serv","cnt_retail_stores","cnt_service_prov","cnt_transport","cnt_utilities","cnt_wholesale_distributor","tot_tran_cnt","amt_airlines","amt_entertainment","amt_auto_rentals","amt_vehicles","amt_business_serv","amt_clothing_stores","amt_contracted_serv","amt_direct_marketing","amt_govt_serv","amt_hotel","amt_misc","amt_personal_serv_prov","amt_repair_serv","amt_retail_stores","amt_service_prov","amt_transport","amt_utilities","amt_wholesale_distributor","tot_tran_amt","payment"
1,3,1,3,1,3,1,0,1,1,1,3,1,3,3,3,1,1,3,33,9,3,4,4,1,8,0,1,5,14,23,8,1,14,4,5,5,1,110,55
2,2,3,1,2,2,1,2,2,3,2,1,2,2,1,1,2,1,3,33,511,198,249,224,70,479,13,70,313,811,1335,460,32,792,224,300,275,32,6388,3194
3,1,1,2,3,3,1,1,1,1,1,2,1,3,2,1,1,2,1,28,30,12,15,13,4,28,1,4,18,48,78,27,2,46,13,18,16,2,375,375
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,2,2,2,3,1,3,2,1,1,3,1,1,2,2,1,3,1,33,2324,901,1133,1017,320,2179,58,320,1423,3689,6071,2091,145,3602,1017,1365,1249,145,29049,1452.45
6,2,1,2,1,3,2,1,1,1,1,5,1,2,4,2,1,1,1,32,184,72,90,81,25,173,5,25,113,293,482,166,12,286,81,108,99,12,2307,2307
7,1,1,1,1,3,1,3,3,1,1,4,1,1,3,2,1,1,2,31,1741,675,849,762,240,1633,44,240,1067,2765,4549,1567,109,2699,762,1023,936,109,21770,21770
8,2,1,2,1,1,2,3,1,1,2,6,1,2,6,2,1,1,1,36,18,7,9,8,3,17,1,3,11,29,48,17,1,28,8,11,10,1,230,57.5
9,3,1,2,1,3,2,1,1,1,1,5,1,3,5,3,1,1,1,36,134,52,66,59,19,126,3,19,82,213,351,121,8,208,59,79,72,8,1679,1679
10,3,1,1,1,2,1,1,1,1,1,4,1,3,3,1,1,1,3,30,176,68,86,77,24,165,4,24,108,279,459,158,11,273,77,103,95,11,2198,1099
11,3,1,3,1,3,2,2,1,1,1,6,1,1,5,3,1,1,3,39,1963,761,957,859,270,1840,49,270,1202,3116,5128,1767,123,3042,859,1153,1055,123,24537,12268.5
13,1,1,3,1,2,1,2,1,1,1,4,1,2,3,3,1,1,3,32,345,134,168,151,47,323,9,47,211,547,900,310,22,534,151,203,185,22,4309,4309
14,2,1,1,1,3,1,3,2,1,1,3,1,3,3,1,1,1,1,30,578,224,282,253,80,542,15,80,354,917,1509,520,36,895,253,339,311,36,7224,3612
16,2,2,1,3,2,1,2,3,1,1,3,1,1,2,3,1,1,3,33,703,273,343,308,97,659,18,97,431,1117,1838,633,44,1090,308,413,378,44,8794,8794
17,2,1,3,1,2,2,2,1,1,2,7,1,3,6,3,1,1,1,40,3687,1429,1797,1613,507,3457,92,507,2258,5853,9632,3318,231,5715,1613,2166,1982,231,46088,46088
18,1,1,2,1,1,1,1,2,1,1,3,1,2,3,1,1,1,2,26,6185,2397,3015,2706,851,5799,155,851,3788,9819,16159,5567,387,9587,2706,3634,3325,387,77318,38659
19,1,1,1,1,2,1,3,1,1,1,4,1,1,3,1,1,1,2,27,698,270,340,305,96,654,18,96,427,1107,1822,628,44,1081,305,410,375,44,8720,8720
20,3,1,1,1,3,2,3,1,1,1,5,1,1,4,1,1,1,1,32,2600,1007,1267,1137,358,2437,65,358,1592,4127,6792,2340,163,4030,1137,1527,1397,163,32497,32497
23,3,2,1,2,1,1,3,3,3,1,3,1,3,2,1,1,1,3,35,152,59,74,66,21,142,4,21,93,240,396,136,10,235,66,89,81,10,1895,1895
24,3,1,3,2,2,1,2,3,1,1,3,1,2,3,3,1,1,3,36,1947,754,949,852,268,1825,49,268,1192,3090,5085,1752,122,3017,852,1144,1046,122,24334,3650.1
26,2,1,1,1,3,1,3,1,1,1,3,1,3,3,1,1,1,3,31,712,276,347,312,98,668,18,98,436,1130,1860,641,45,1104,312,418,383,45,8903,8903
28,2,1,1,1,3,2,3,1,1,2,6,1,3,6,3,1,1,2,40,102,40,50,45,14,96,3,14,63,162,266,92,6,158,45,60,55,6,1277,1277
29,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2057,0,0,0,0,0,0,0,0,0,0,0,2057,1028.5
30,2,1,1,3,2,1,1,2,1,1,3,1,1,3,2,1,1,2,29,314,122,153,137,43,294,8,43,192,498,820,283,20,487,137,184,169,20,3924,1962
31,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,263,131.5
32,2,1,3,2,2,1,3,3,3,2,1,1,2,1,2,3,3,3,38,2814,1091,1372,1231,387,2638,70,387,1724,4468,7352,2533,176,4362,1231,1653,1513,176,35178,17589
33,1,1,1,1,3,1,0,3,1,1,4,1,3,3,2,1,1,3,31,15,6,7,7,2,14,0,2,9,24,39,13,1,23,7,9,8,1,187,93.5
35,3,1,2,1,1,1,1,3,1,1,3,1,1,3,1,1,1,3,29,534,207,260,234,73,500,13,73,327,847,1394,480,33,827,234,314,287,33,6670,1667.5
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3,1,3,1,1,1,3,2,1,1,4,1,2,3,1,1,1,3,33,1071,415,522,469,147,1004,27,147,656,1700,2798,964,67,1660,469,629,576,67,13388,13388
38,3,1,2,1,1,1,1,1,1,1,4,1,1,3,2,1,1,2,28,7367,2855,3591,3223,1013,6906,184,1013,4512,11694,19245,6630,461,11418,3223,4328,3960,461,92084,46042
39,1,1,3,1,1,1,0,3,1,1,4,1,1,3,2,1,1,1,27,10,4,5,4,1,9,0,1,6,15,25,9,1,15,4,6,5,1,121,121
42,2,1,2,1,2,1,3,2,1,1,4,1,2,4,2,1,1,3,34,42,16,21,18,6,40,1,6,26,67,110,38,3,65,18,25,23,3,528,528
43,1,1,2,1,1,1,1,2,1,1,4,1,1,3,3,1,1,1,27,39,15,19,17,5,36,1,5,24,62,101,35,3,60,17,23,21,3,486,486
45,2,1,1,3,2,1,3,3,2,1,2,1,1,2,2,1,1,3,32,951,369,464,416,131,892,24,131,583,1510,2485,856,60,1475,416,559,511,60,11893,5946.5
