id,cnt_airlines,cnt_entertainment,cnt_auto_rentals,cnt_vehicles,cnt_business_serv,cnt_clothing_stores,cnt_contracted_serv,cnt_direct_marketing,cnt_govt_serv,cnt_hotel,cnt_misc,cnt_personal_serv_prov,cnt_repair_serv,cnt_retail_stores,cnt_service_prov,cnt_transport,cnt_utilities,cnt_wholesale_distributor,tot_tran_cnt,amt_airlines,amt_entertainment,amt_auto_rentals,amt_vehicles,amt_business_serv,amt_clothing_stores,amt_contracted_serv,amt_direct_marketing,amt_govt_serv,amt_hotel,amt_misc,amt_personal_serv_prov,amt_repair_serv,amt_retail_stores,amt_service_prov,amt_transport,amt_utilities,amt_wholesale_distributor,tot_tran_amt,payment
1,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,646,250,315,282,89,605,16,89,395,1025,1686,581,40,1001,282,379,347,40,8068,4034
2,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,777,301,379,340,107,729,20,107,476,1234,2030,699,49,1204,340,457,418,49,9716,9716
3,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,265,103,129,116,37,249,7,37,163,421,693,239,17,411,116,156,143,17,3319,1659.5
4,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,45,18,22,20,6,42,1,6,28,72,118,41,3,70,20,27,24,3,566,141.5
5,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,20,8,10,9,3,19,1,3,12,32,52,18,1,31,9,12,11,1,252,126
6,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,12,5,6,5,2,11,0,2,7,18,30,11,1,18,5,7,6,1,147,147
7,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,1188,461,579,520,163,1114,30,163,728,1886,3104,1069,74,1842,520,698,639,74,14852,7426
8,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,801,311,391,351,110,751,20,110,491,1272,2093,721,50,1242,351,471,431,50,10017,5008.5
11,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,8414,3260,4102,3681,1157,7888,210,1157,5153,13357,21981,7572,526,13041,3681,4943,4522,526,105171,105171
12,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,17,7,8,7,2,16,1,2,10,27,44,15,1,26,7,10,9,1,210,210
13,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,8643,3349,4213,3781,1188,8102,216,1188,5294,13720,22579,7778,540,13396,3781,5078,4645,540,108031,54015.5
14,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,2669,1034,1301,1168,367,2502,67,367,1635,4237,6973,2402,167,4137,1168,1568,1435,167,33364,8341
15,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,4073,1578,1986,1782,560,3818,102,560,2495,6466,10640,3666,255,6313,1782,2393,2189,255,50913,25456.5
16,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,54,21,27,24,8,51,1,8,33,86,142,49,3,84,24,32,29,3,679,33.95
17,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,448,174,219,196,62,420,11,62,275,711,1171,403,28,695,196,263,241,28,5603,5603
18,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,359,139,175,157,49,337,9,49,220,570,938,323,23,556,157,211,193,23,4488,2244
20,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,1205,467,588,527,166,1130,30,166,738,1913,3149,1085,75,1868,527,708,648,75,15065,15065
23,0,1,0,1,0,2,0,1,1,1,6,1,0,5,0,1,1,0,21,21,8,10,9,3,20,1,3,13,34,56,19,1,33,9,13,12,1,266,266
24,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,12,5,6,5,2,11,0,2,7,19,31,11,1,18,5,7,6,1,149,149
25,0,1,0,1,0,2,0,1,1,1,6,1,0,5,0,1,1,0,21,9,4,5,4,1,9,0,1,6,15,24,8,1,14,4,5,5,1,116,17.4
28,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,163,63,80,71,23,153,4,23,100,259,426,147,10,253,71,96,88,10,2040,1020
29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,319,159.5
30,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,5,16830,6522,8205,7363,2314,15779,421,2314,10309,26718,43969,15147,1052,26087,7363,9888,9046,1052,210379,105189.5
31,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,12480,0,0,0,0,0,0,0,0,0,0,0,12480,12480
32,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,231,90,113,101,32,217,6,32,142,367,603,208,15,358,101,136,124,15,2891,1445.5
35,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,28,11,14,12,4,26,1,4,17,45,73,25,2,43,12,17,15,2,351,351
36,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,4795,1858,2338,2098,659,4496,120,659,2937,7613,12528,4316,300,7433,2098,2817,2578,300,59943,59943
37,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,326,126,159,143,45,306,8,45,200,518,852,293,20,505,143,192,175,20,4076,4076
38,0,1,0,1,0,2,0,1,1,1,6,1,0,5,0,1,1,0,21,226,88,110,99,31,212,6,31,138,358,590,203,14,350,99,133,121,14,2823,2823
39,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,137,53,67,60,19,128,4,19,84,217,357,123,9,212,60,80,73,9,1711,855.5
40,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,6742,2612,3287,2950,927,6320,169,927,4129,10702,17613,6068,421,10450,2950,3961,3624,421,84273,84273
41,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,5,520,202,254,228,72,488,13,72,319,826,1359,468,33,806,228,306,280,33,6507,3253.5
42,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,150,58,73,66,21,141,4,21,92,238,392,135,9,233,66,88,81,9,1877,1877
43,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,1066,413,520,466,147,999,27,147,653,1692,2784,959,67,1652,466,626,573,67,13324,6662
44,0,1,0,1,0,2,0,1,1,1,6,1,0,5,0,1,1,0,21,40,16,20,18,6,38,1,6,25,64,104,36,3,62,18,24,22,3,506,253
45,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,1834,711,894,803,252,1720,46,252,1124,2912,4792,1651,115,2843,803,1078,986,115,22931,22931
46,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,9,3,4,4,1,8,0,1,5,14,22,8,1,13,4,5,5,1,108,27
47,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,397,154,194,174,55,372,10,55,243,630,1037,357,25,615,174,233,213,25,4963,248.15
48,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,16,6,8,7,2,15,0,2,10,25,42,14,1,25,7,9,9,1,199,199
49,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,356,138,174,156,49,334,9,49,218,565,930,321,22,552,156,209,192,22,4452,4452
50,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,1505,583,734,659,207,1411,38,207,922,2389,3932,1355,94,2333,659,884,809,94,18815,18815
51,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,129,50,63,57,18,121,3,18,79,205,337,116,8,200,57,76,69,8,1614,1614
52,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,4687,1816,2285,2051,645,4394,117,645,2871,7441,12245,4218,293,7265,2051,2754,2519,293,58590,2929.5
53,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,50,20,25,22,7,47,1,7,31,80,131,45,3,78,22,30,27,3,629,629
55,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,15,6,8,7,2,14,0,2,9,24,40,14,1,24,7,9,8,1,191,191
56,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,653,253,319,286,90,613,16,90,400,1037,1707,588,41,1013,286,384,351,41,8168,4084
57,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,1074,416,524,470,148,1007,27,148,658,1705,2806,967,67,1665,470,631,577,67,13427,13427
59,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,46,18,22,20,6,43,1,6,28,73,120,41,3,71,20,27,25,3,573,286.5
61,0,1,0,1,0,2,0,1,1,1,6,1,0,5,0,1,1,0,21,575,223,281,252,79,540,14,79,353,914,1503,518,36,892,252,338,309,36,7194,7194
62,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,1776,688,866,777,244,1665,44,244,1088,2819,4640,1598,111,2753,777,1043,955,111,22199,3329.85
64,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,1097,425,535,480,151,1028,28,151,672,1741,2865,987,69,1700,480,644,590,69,13712,13712
65,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,15,6,7,7,2,14,0,2,9,23,39,13,1,23,7,9,8,1,186,93
66,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,708,274,345,310,97,664,18,97,434,1124,1849,637,44,1097,310,416,381,44,8849,4424.5
67,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,4390,1701,2140,1920,604,4115,110,604,2689,6968,11468,3951,274,6804,1920,2579,2359,274,54870,54870
70,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,1180,457,575,516,162,1106,30,162,723,1873,3082,1062,74,1828,516,693,634,74,14747,7373.5
71,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,492,191,240,216,68,462,12,68,302,782,1286,443,31,763,216,289,265,31,6157,6157
72,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,255,99,124,112,35,239,6,35,156,405,666,230,16,395,112,150,137,16,3188,1594
73,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,1955,758,953,855,269,1833,49,269,1197,3103,5107,1759,122,3030,855,1149,1051,122,24436,12218
75,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,16,6,8,7,2,15,0,2,10,25,41,14,1,24,7,9,9,1,197,98.5
76,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,9,3,4,4,1,8,0,1,5,14,23,8,1,13,4,5,5,1,109,109
77,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,228,228
78,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,35,14,17,15,5,33,1,5,22,56,92,32,2,55,15,21,19,2,441,441
79,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,22,9,11,10,3,21,1,3,13,35,57,20,1,34,10,13,12,1,276,276
80,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,280,109,137,123,39,263,7,39,172,445,733,252,18,435,123,165,151,18,3509,1754.5
81,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,22,8,11,10,3,20,1,3,13,34,57,20,1,34,10,13,12,1,273,273
82,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,6660,2581,3247,2914,916,6244,167,916,4079,10573,17400,5994,416,10323,2914,3913,3580,416,83253,83253
83,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,13,5,6,6,2,12,0,2,8,21,34,12,1,20,6,8,7,1,164,164
85,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,2294,889,1118,1004,315,2151,57,315,1405,3641,5993,2064,143,3555,1004,1348,1233,143,28672,28672
86,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,1030,399,502,451,142,965,26,142,631,1635,2690,927,64,1596,451,605,554,64,12874,6437
88,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,551,213,269,241,76,516,14,76,337,874,1439,496,35,854,241,324,296,35,6887,6887
