"id","cnt_airlines","cnt_entertainment","cnt_auto_rentals","cnt_vehicles","cnt_business_serv","cnt_clothing_stores","cnt_contracted_serv","cnt_direct_marketing","cnt_govt_serv","cnt_hotel","cnt_misc","cnt_personal_serv_prov","cnt_repair_serv","cnt_retail_stores","cnt_service_prov","cnt_transport","cnt_utilities","cnt_wholesale_distributor","tot_tran_cnt","amt_airlines","amt_entertainment","amt_auto_rentals","amt_vehicles","amt_business_serv","amt_clothing_stores","amt_contracted_serv","amt_direct_marketing","amt_govt_serv","amt_hotel","amt_misc","amt_personal_serv_prov","amt_repair_serv","amt_retail_stores","amt_service_prov","amt_transport","amt_utilities","amt_wholesale_distributor","tot_tran_amt","payment"
1,2,2,3,3,3,1,2,1,1,1,3,1,3,2,1,1,1,3,34,459,178,224,201,63,430,12,63,281,728,1198,413,29,711,201,270,247,29,5737,286.85
2,3,1,3,1,1,1,1,2,1,1,4,1,3,3,2,1,1,3,33,3123,1210,1523,1367,430,2928,78,430,1913,4958,8160,2811,195,4841,1367,1835,1679,195,39043,19521.5
3,2,1,2,2,2,1,3,2,1,1,2,3,3,2,2,1,2,3,35,76,30,37,33,11,71,2,11,47,121,198,68,5,118,33,45,41,5,952,952
4,3,1,1,1,3,1,2,3,1,1,4,1,3,3,2,1,1,2,34,308,120,150,135,42,289,8,42,189,489,805,277,19,478,135,181,166,19,3852,963
6,3,1,2,1,1,1,3,1,1,1,4,1,1,3,2,1,1,3,31,67,26,33,30,9,63,2,9,41,107,176,61,4,104,30,40,36,4,842,842
7,1,1,1,1,3,1,3,2,1,1,4,1,1,3,2,1,1,1,29,79,31,38,35,11,74,2,11,48,125,206,71,5,122,35,46,42,5,986,986
8,3,1,2,1,1,1,3,1,1,1,4,1,2,3,1,1,1,2,30,597,231,291,261,82,559,15,82,366,947,1559,537,37,925,261,351,321,37,7459,7459
9,2,3,1,1,1,1,3,2,3,1,2,2,1,2,3,1,3,2,34,94,36,46,41,13,88,2,13,57,148,244,84,6,145,41,55,50,6,1169,58.45
10,1,1,3,1,2,2,3,1,1,1,6,1,1,5,2,1,1,2,35,732,284,357,320,101,686,18,101,448,1162,1912,659,46,1134,320,430,393,46,9149,9149
11,1,1,2,1,1,1,1,2,1,1,3,1,3,3,1,1,1,1,26,617,239,301,270,85,578,16,85,378,979,1611,555,39,956,270,362,332,39,7712,3856
12,1,1,2,1,1,1,2,1,1,1,4,1,3,4,3,1,1,3,32,15689,6080,7649,6864,2157,14709,392,2157,9610,24907,40988,14120,981,24318,6864,9218,8433,981,196117,196117
14,1,1,2,1,1,1,0,2,1,1,4,1,3,3,1,1,1,2,27,11,4,5,5,2,10,0,2,7,17,28,10,1,17,5,6,6,1,137,137
15,2,3,1,1,2,1,3,1,3,1,2,1,3,2,3,3,2,2,36,600,232,292,262,83,562,15,83,367,952,1567,540,38,930,262,352,322,38,7497,3748.5
16,1,3,3,3,3,1,1,3,3,1,3,1,3,2,1,1,3,3,39,225,87,110,98,31,210,6,31,138,356,586,202,14,348,98,132,121,14,2807,2807
17,3,1,3,1,2,2,1,1,1,1,6,1,3,5,2,1,1,3,38,3335,1292,1626,1459,459,3126,83,459,2043,5294,8712,3001,209,5169,1459,1959,1793,209,41687,6253.05
18,2,1,3,1,1,1,1,1,1,1,4,1,2,4,1,1,1,1,28,31,12,15,14,4,30,1,4,19,50,82,28,2,49,14,19,17,2,393,393
19,2,3,2,1,1,1,2,2,1,1,3,1,2,2,3,1,1,1,30,265,103,129,116,36,248,7,36,162,420,691,238,17,410,116,156,142,17,3309,3309
21,3,1,2,1,3,1,1,3,1,1,3,1,3,3,3,1,1,2,34,401,155,196,176,55,376,10,55,246,637,1048,361,25,622,176,236,216,25,5016,5016
22,2,3,3,3,1,1,0,1,1,1,3,1,2,2,1,1,1,1,28,16,6,8,7,2,15,0,2,10,25,40,14,1,24,7,9,8,1,195,195
23,3,1,2,1,1,2,0,1,1,1,5,1,3,4,1,1,1,1,30,11,4,5,5,2,10,0,2,7,18,29,10,1,17,5,7,6,1,140,7
24,1,1,1,3,1,1,3,1,1,1,2,1,3,2,2,3,1,3,31,1552,602,757,679,214,1455,39,214,951,2464,4055,1397,97,2406,679,912,834,97,19404,9702
25,2,1,2,2,2,1,3,3,1,1,3,1,1,2,3,1,1,1,31,59,23,29,26,8,56,2,8,36,94,155,54,4,92,26,35,32,4,743,371.5
26,1,1,2,1,2,1,3,3,1,1,4,1,3,4,1,1,1,1,32,702,272,343,307,97,659,18,97,430,1115,1835,632,44,1089,307,413,378,44,8782,8782
27,3,1,3,1,1,2,1,1,1,1,5,1,2,4,1,1,1,1,31,1347,522,657,589,185,1263,34,185,825,2139,3520,1213,84,2088,589,792,724,84,16840,8420
28,3,1,3,1,2,1,1,1,1,1,3,1,2,3,1,1,1,3,30,161,62,79,70,22,151,4,22,99,255,420,145,10,249,70,95,87,10,2011,1005.5
29,3,1,3,2,1,1,2,1,3,1,1,2,1,1,1,1,3,1,29,121,47,59,53,17,113,3,17,74,192,316,109,8,187,53,71,65,8,1513,1513
31,3,3,1,3,2,1,2,3,1,1,2,2,2,2,3,1,1,1,34,40,16,20,18,6,38,1,6,25,64,105,36,3,62,18,24,22,3,507,253.5
32,1,1,2,1,1,1,3,2,2,2,2,2,2,2,1,3,3,1,32,846,328,412,370,116,793,21,116,518,1343,2210,761,53,1311,370,497,455,53,10573,10573
33,3,1,2,1,2,1,2,1,1,1,4,1,2,3,3,1,1,2,32,5358,2076,2612,2344,737,5024,134,737,3282,8507,13999,4823,335,8306,2344,3148,2880,335,66981,33490.5
34,2,1,2,1,2,2,2,1,1,1,5,1,1,4,1,1,1,3,32,59,23,29,26,8,56,2,8,36,94,155,53,4,92,26,35,32,4,742,742
35,2,1,3,1,1,1,1,3,1,1,4,1,3,3,3,1,1,2,33,1334,517,650,584,183,1250,33,183,817,2117,3484,1200,83,2067,584,784,717,83,16670,16670
36,2,1,2,1,2,2,2,1,1,1,6,1,2,5,2,1,1,1,34,40,15,19,17,6,37,1,6,24,63,103,36,3,61,17,23,21,3,495,247.5
37,3,1,1,1,2,1,2,3,1,1,4,1,2,4,1,1,1,2,32,3385,1312,1650,1481,466,3174,85,466,2074,5374,8844,3047,212,5247,1481,1989,1820,212,42319,21159.5
40,1,1,3,2,1,1,1,3,2,1,2,3,2,2,3,3,2,1,34,72,28,35,31,10,67,2,10,44,114,187,64,5,111,31,42,39,5,897,134.55
43,2,3,3,2,1,1,1,1,1,3,2,1,1,2,2,3,2,3,34,826,320,403,361,114,774,21,114,506,1311,2157,743,52,1280,361,485,444,52,10324,10324
44,2,1,3,1,3,2,1,1,1,1,5,1,1,4,1,1,1,3,33,3069,1189,1496,1343,422,2877,77,422,1880,4871,8017,2762,192,4756,1343,1803,1649,192,38360,19180
45,2,1,2,1,1,1,1,3,1,1,4,1,1,3,1,1,1,2,28,31,12,15,13,4,29,1,4,19,49,80,28,2,48,13,18,17,2,385,192.5
47,3,1,1,2,2,1,3,3,1,1,3,1,3,2,1,1,1,3,33,1161,450,566,508,160,1088,29,160,711,1843,3032,1045,73,1799,508,682,624,73,14512,7256
48,1,1,1,1,3,1,2,3,1,1,3,1,1,3,2,1,1,1,28,963,373,470,421,133,903,24,133,590,1529,2516,867,60,1493,421,566,518,60,12040,12040
49,3,1,3,1,3,1,1,1,1,1,3,1,2,3,1,1,1,3,31,1108,429,540,485,152,1039,28,152,679,1759,2894,997,69,1717,485,651,596,69,13849,6924.5
50,3,1,3,1,2,1,3,3,1,1,4,1,3,3,1,1,1,2,35,184,71,90,81,25,173,5,25,113,292,481,166,12,285,81,108,99,12,2303,2303
51,3,2,1,3,1,1,1,1,1,1,3,1,1,2,3,1,1,2,29,27,10,13,12,4,25,1,4,16,43,70,24,2,42,12,16,14,2,337,337
53,1,1,3,1,1,1,0,3,1,1,4,1,1,4,1,1,1,1,27,10,4,5,4,1,9,0,1,6,15,25,9,1,15,4,6,5,1,121,121
54,3,1,3,1,2,1,2,2,1,1,4,1,3,4,1,1,1,1,33,532,206,259,233,73,499,13,73,326,845,1390,479,33,825,233,313,286,33,6651,3325.5
55,1,3,2,2,1,1,1,2,1,1,3,1,3,2,2,1,1,2,30,91,35,44,40,13,85,2,13,56,144,237,82,6,141,40,53,49,6,1137,1137
56,3,1,2,2,3,1,3,3,2,1,2,1,1,2,2,1,3,3,36,482,187,235,211,66,452,12,66,295,766,1260,434,30,748,211,283,259,30,6027,3013.5
57,1,1,2,1,1,1,1,3,1,1,4,1,1,4,3,1,1,1,29,37,14,18,16,5,35,1,5,23,59,96,33,2,57,16,22,20,2,461,461
58,2,1,1,2,2,1,3,3,1,1,2,2,1,2,3,2,3,2,34,146,57,71,64,20,137,4,20,90,232,383,132,9,227,64,86,79,9,1830,1830
59,1,1,3,1,3,1,1,1,1,1,4,1,3,4,3,1,1,1,32,39,15,19,17,5,36,1,5,24,61,101,35,3,60,17,23,21,3,485,72.75
60,3,3,2,3,3,1,1,3,3,1,2,1,2,2,2,1,3,2,38,2893,1121,1410,1266,398,2712,72,398,1772,4592,7557,2604,181,4484,1266,1700,1555,181,36162,36162
61,2,2,3,1,1,1,3,2,2,1,3,1,3,2,3,1,1,1,33,2567,995,1251,1123,353,2406,64,353,1572,4075,6706,2310,161,3979,1123,1508,1380,161,32087,32087
62,3,1,1,1,1,1,2,2,1,1,4,1,3,4,1,1,1,2,31,684,265,334,299,94,642,17,94,419,1086,1788,616,43,1061,299,402,368,43,8554,2138.5
