id,cnt_airlines,cnt_entertainment,cnt_auto_rentals,cnt_vehicles,cnt_business_serv,cnt_clothing_stores,cnt_contracted_serv,cnt_direct_marketing,cnt_govt_serv,cnt_hotel,cnt_misc,cnt_personal_serv_prov,cnt_repair_serv,cnt_retail_stores,cnt_service_prov,cnt_transport,cnt_utilities,cnt_wholesale_distributor,tot_tran_cnt,amt_airlines,amt_entertainment,amt_auto_rentals,amt_vehicles,amt_business_serv,amt_clothing_stores,amt_contracted_serv,amt_direct_marketing,amt_govt_serv,amt_hotel,amt_misc,amt_personal_serv_prov,amt_repair_serv,amt_retail_stores,amt_service_prov,amt_transport,amt_utilities,amt_wholesale_distributor,tot_tran_amt,payment
1,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,34,13,17,15,5,32,1,5,21,55,90,31,2,53,15,20,19,2,430,430
2,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,4777,1851,2329,2090,657,4479,120,657,2926,7584,12481,4300,299,7405,2090,2807,2568,299,59719,29859.5
3,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,20,8,10,9,3,19,1,3,12,31,52,18,1,31,9,12,11,1,251,125.5
4,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,117,45,57,51,16,110,3,16,72,186,306,106,7,182,51,69,63,7,1464,1464
5,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,28,11,14,12,4,27,1,4,17,45,74,26,2,44,12,17,15,2,355,355
8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,209,81,102,91,29,196,5,29,128,331,545,188,13,323,91,123,112,13,2609,2609
9,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,853,331,416,373,117,800,21,117,523,1354,2229,768,53,1322,373,501,459,53,10663,10663
10,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,15,6,7,7,2,14,0,2,9,24,39,13,1,23,7,9,8,1,187,93.5
12,0,1,0,1,0,2,0,1,1,1,6,1,0,5,0,1,1,0,21,14,5,7,6,2,13,0,2,9,22,36,13,1,22,6,8,8,1,175,175
14,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,463,179,226,202,64,434,12,64,283,734,1208,416,29,717,202,272,249,29,5783,2891.5
16,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,52,20,25,23,7,49,1,7,32,83,136,47,3,81,23,31,28,3,651,651
17,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,61,24,30,27,8,57,2,8,37,97,160,55,4,95,27,36,33,4,765,765
20,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,12,5,6,5,2,11,0,2,7,19,31,11,1,19,5,7,6,1,150,150
22,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,1638,635,798,717,225,1535,41,225,1003,2600,4278,1474,102,2538,717,962,880,102,20470,10235
23,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,222,86,108,97,31,208,6,31,136,353,580,200,14,344,97,131,119,14,2777,1388.5
