"id","cnt_airlines","cnt_entertainment","cnt_auto_rentals","cnt_vehicles","cnt_business_serv","cnt_clothing_stores","cnt_contracted_serv","cnt_direct_marketing","cnt_govt_serv","cnt_hotel","cnt_misc","cnt_personal_serv_prov","cnt_repair_serv","cnt_retail_stores","cnt_service_prov","cnt_transport","cnt_utilities","cnt_wholesale_distributor","tot_tran_cnt","amt_airlines","amt_entertainment","amt_auto_rentals","amt_vehicles","amt_business_serv","amt_clothing_stores","amt_contracted_serv","amt_direct_marketing","amt_govt_serv","amt_hotel","amt_misc","amt_personal_serv_prov","amt_repair_serv","amt_retail_stores","amt_service_prov","amt_transport","amt_utilities","amt_wholesale_distributor","tot_tran_amt","payment"
1,3,2,2,1,3,1,3,1,3,1,2,3,2,2,1,1,2,1,34,106,41,52,46,15,99,3,15,65,168,276,95,7,164,46,62,57,7,1324,1324
2,2,1,2,1,3,1,1,1,1,1,4,1,3,3,1,1,1,1,29,68,27,33,30,9,64,2,9,42,109,179,62,4,106,30,40,37,4,855,427.5
3,2,2,1,2,1,1,1,2,1,1,3,1,1,2,1,1,1,1,25,1666,646,812,729,229,1562,42,229,1021,2645,4353,1500,104,2583,729,979,896,104,20829,20829
4,2,1,1,3,2,1,3,3,2,3,1,2,2,1,3,2,1,1,34,432,167,211,189,59,405,11,59,265,686,1129,389,27,670,189,254,232,27,5401,5401
8,3,1,1,1,2,1,2,1,1,1,4,1,3,3,3,1,1,2,32,5046,1956,2460,2208,694,4731,126,694,3091,8011,13184,4542,315,7822,2208,2965,2713,315,63081,31540.5
9,2,2,3,3,2,2,2,2,2,2,1,1,3,1,3,1,1,3,36,1012,392,494,443,139,949,25,139,620,1607,2645,911,63,1569,443,595,544,63,12653,1897.95
10,2,1,3,1,2,2,2,1,1,1,5,1,1,4,3,1,1,2,34,71,28,35,31,10,67,2,10,44,113,185,64,5,110,31,42,38,5,891,445.5
11,3,1,1,2,2,1,2,1,1,1,2,1,2,2,3,1,2,1,29,92,36,45,40,13,87,2,13,57,146,241,83,6,143,40,54,50,6,1154,1154
12,3,1,1,1,2,1,3,2,1,1,4,1,2,4,3,1,1,1,33,2104,815,1026,921,289,1973,53,289,1289,3340,5497,1894,132,3262,921,1236,1131,132,26304,1315.2
13,2,1,2,1,3,2,1,1,1,2,6,1,2,6,1,1,1,3,37,48,19,23,21,7,45,1,7,29,76,125,43,3,74,21,28,26,3,599,599
14,2,1,3,1,2,2,1,1,1,1,6,1,2,5,2,1,1,2,35,32,13,16,14,5,30,1,5,20,51,85,29,2,50,14,19,17,2,405,20.25
15,1,1,1,2,1,1,3,3,2,1,2,3,2,2,2,1,2,3,33,73,28,36,32,10,68,2,10,45,116,190,66,5,113,32,43,39,5,913,456.5
16,2,1,2,1,3,1,1,3,1,1,3,1,1,3,2,1,1,3,31,498,193,243,218,69,467,13,69,305,790,1300,448,31,771,218,292,268,31,6224,3112
17,3,1,1,3,2,1,3,2,1,1,3,1,1,3,3,1,1,3,34,509,197,248,223,70,478,13,70,312,809,1331,458,32,789,223,299,274,32,6367,6367
19,2,1,1,1,2,1,1,3,1,1,3,1,1,3,2,1,1,3,29,17,7,8,7,2,16,1,2,10,27,44,15,1,26,7,10,9,1,210,105
20,3,1,1,2,2,1,3,1,1,1,3,1,2,2,2,1,1,1,29,783,303,382,343,108,734,20,108,480,1243,2046,705,49,1214,343,460,421,49,9791,4895.5
21,1,3,1,2,3,1,1,2,2,1,3,1,2,2,2,1,1,3,32,99,38,48,43,14,93,3,14,61,157,258,89,6,153,43,58,53,6,1236,1236
23,2,2,2,1,1,1,1,1,3,1,2,2,1,2,1,1,2,2,28,91,35,44,40,13,85,2,13,56,144,237,82,6,140,40,53,49,6,1136,1136
24,1,1,1,1,3,1,1,1,1,1,3,1,3,3,2,1,1,1,27,73,28,36,32,10,69,2,10,45,116,191,66,5,113,32,43,39,5,915,228.75
