id,cnt_airlines,cnt_entertainment,cnt_auto_rentals,cnt_vehicles,cnt_business_serv,cnt_clothing_stores,cnt_contracted_serv,cnt_direct_marketing,cnt_govt_serv,cnt_hotel,cnt_misc,cnt_personal_serv_prov,cnt_repair_serv,cnt_retail_stores,cnt_service_prov,cnt_transport,cnt_utilities,cnt_wholesale_distributor,tot_tran_cnt,amt_airlines,amt_entertainment,amt_auto_rentals,amt_vehicles,amt_business_serv,amt_clothing_stores,amt_contracted_serv,amt_direct_marketing,amt_govt_serv,amt_hotel,amt_misc,amt_personal_serv_prov,amt_repair_serv,amt_retail_stores,amt_service_prov,amt_transport,amt_utilities,amt_wholesale_distributor,tot_tran_amt,payment
1,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,601,233,293,263,83,564,15,83,368,955,1571,541,38,932,263,353,323,38,7517,7517
2,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,191,74,93,84,26,179,5,26,117,303,499,172,12,296,84,112,103,12,2388,2388
3,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,1955,758,953,855,269,1833,49,269,1198,3104,5108,1760,122,3030,855,1149,1051,122,24440,24440
4,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,272,105,133,119,37,255,7,37,167,432,711,245,17,422,119,160,146,17,3401,850.25
5,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,139,54,68,61,19,131,4,19,85,221,364,125,9,216,61,82,75,9,1742,871
6,0,1,0,1,0,2,0,1,1,2,6,1,0,6,0,1,1,0,23,94,37,46,41,13,89,2,13,58,150,247,85,6,146,41,56,51,6,1181,590.5
7,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,451,175,220,197,62,423,11,62,276,716,1179,406,28,699,197,265,243,28,5638,2819
8,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,232,90,113,102,32,218,6,32,142,369,607,209,15,360,102,137,125,15,2906,2906
9,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,175,68,85,76,24,164,4,24,107,277,456,157,11,271,76,103,94,11,2183,2183
11,0,1,0,1,0,2,0,1,1,1,5,1,0,5,0,1,1,0,20,1411,547,688,617,194,1323,35,194,864,2239,3685,1270,88,2186,617,829,758,88,17633,17633
13,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,6386,2475,3113,2794,878,5987,160,878,3912,10138,16685,5748,399,9899,2794,3752,3433,399,79830,79830
15,0,1,0,1,0,2,0,1,1,1,5,1,0,5,0,1,1,0,20,1457,565,710,637,200,1366,37,200,892,2313,3806,1311,91,2258,637,856,783,91,18210,9105
16,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,20,8,10,9,3,19,1,3,12,32,53,18,1,31,9,12,11,1,253,253
17,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,32,12,16,14,4,30,1,4,19,50,83,29,2,49,14,19,17,2,397,99.25
19,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,3977,1541,1939,1740,547,3728,100,547,2436,6313,10390,3579,249,6164,1740,2336,2138,249,49713,24856.5
20,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,4227,1638,2061,1849,581,3963,106,581,2589,6711,11044,3805,264,6552,1849,2484,2272,264,52840,2642
22,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,623,241,304,273,86,584,16,86,381,989,1627,561,39,965,273,366,335,39,7788,1947
23,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,3603,1396,1757,1576,496,3378,90,496,2207,5720,9413,3243,225,5585,1576,2117,1937,225,45040,45040
24,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,5,211,82,103,93,29,198,5,29,130,335,552,190,13,328,93,124,114,13,2642,1321
25,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,659,255,321,288,91,618,17,91,404,1046,1721,593,41,1021,288,387,354,41,8236,4118
27,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,135,52,66,59,19,127,3,19,83,214,353,122,9,209,59,79,73,9,1690,1690
28,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,1180,457,575,516,162,1106,30,162,723,1873,3083,1062,74,1829,516,693,634,74,14749,7374.5
29,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,51,20,25,22,7,48,1,7,31,81,133,46,3,79,22,30,27,3,636,636
30,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,416,161,203,182,57,390,11,57,255,661,1087,375,26,645,182,245,224,26,5203,2601.5
31,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,34,13,17,15,5,32,1,5,21,54,89,31,2,53,15,20,18,2,427,213.5
34,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,183,71,89,80,25,172,5,25,112,290,478,165,12,284,80,108,98,12,2289,1144.5
35,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,139,54,68,61,19,130,4,19,85,221,363,125,9,216,61,82,75,9,1740,1740
36,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,33,13,16,14,5,31,1,5,20,52,86,30,2,51,14,19,18,2,412,412
37,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,32,13,16,14,5,30,1,5,20,51,84,29,2,50,14,19,17,2,404,404
38,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,11,4,6,5,2,11,0,2,7,18,29,10,1,18,5,7,6,1,143,143
42,0,1,0,1,0,2,0,1,1,1,6,1,0,5,0,1,1,0,21,55,21,27,24,8,51,1,8,34,87,143,49,4,85,24,32,30,4,687,343.5
43,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,1748,677,852,765,240,1639,44,240,1071,2775,4566,1573,109,2709,765,1027,939,109,21848,10924
51,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,1092,423,532,478,150,1024,27,150,669,1733,2852,983,68,1692,478,642,587,68,13648,6824
52,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,8,3,4,4,1,8,0,1,5,13,21,7,1,13,4,5,4,1,103,103
53,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,2253,873,1098,986,310,2112,56,310,1380,3576,5885,2028,141,3492,986,1324,1211,141,28162,14081
55,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,95,37,46,41,13,89,2,13,58,150,247,85,6,147,41,56,51,6,1183,1183
56,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,2339,906,1140,1023,322,2193,59,322,1433,3713,6110,2105,146,3625,1023,1374,1257,146,29236,29236
57,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,255,99,124,111,35,239,6,35,156,404,665,229,16,395,111,150,137,16,3183,795.75
58,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,25,10,12,11,3,23,1,3,15,39,64,22,2,38,11,15,13,2,309,77.25
59,0,1,0,0,0,1,0,0,1,1,3,1,0,3,0,1,1,0,13,2241,868,1092,980,308,2101,56,308,1372,3557,5853,2017,140,3473,980,1316,1204,140,28006,14003
60,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,855,331,417,374,118,801,21,118,523,1357,2233,769,54,1325,374,502,459,54,10685,2671.25
61,0,0,0,0,0,1,0,0,1,1,3,1,0,2,0,1,1,0,11,836,324,408,366,115,784,21,115,512,1327,2184,753,52,1296,366,491,449,52,10451,5225.5
62,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,1216,471,593,532,167,1140,30,167,745,1930,3176,1094,76,1885,532,714,654,76,15198,15198
63,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,1054,408,514,461,145,988,26,145,645,1672,2752,948,66,1633,461,619,566,66,13169,13169
64,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,678,263,331,297,93,636,17,93,415,1076,1771,610,42,1051,297,398,365,42,8475,423.75
66,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,5402,2093,2633,2363,743,5064,135,743,3309,8575,14112,4862,338,8373,2363,3174,2904,338,67524,67524
67,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,6205,2404,3025,2715,853,5817,155,853,3801,9850,16210,5584,388,9618,2715,3645,3335,388,77561,77561
68,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,10045,3892,4897,4395,1381,9417,251,1381,6153,15946,26242,9040,628,15569,4395,5901,5399,628,125560,18834
70,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,23,9,11,10,3,22,1,3,14,37,61,21,2,36,10,14,13,2,292,146
72,0,1,0,1,0,2,0,1,1,1,6,1,0,5,0,1,1,0,21,466,181,227,204,64,437,12,64,286,740,1218,420,29,723,204,274,251,29,5829,2914.5
73,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,22,9,11,10,3,21,1,3,14,35,57,20,1,34,10,13,12,1,277,277
74,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,6,173,67,84,76,24,162,4,24,106,275,452,156,11,268,76,102,93,11,2164,2164
76,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,4927,1909,2402,2156,678,4619,123,678,3018,7821,12871,4434,308,7637,2156,2895,2648,308,61588,15397
77,0,1,0,1,0,2,0,0,1,1,5,1,0,4,0,1,1,0,18,1037,402,505,454,143,972,26,143,635,1646,2708,933,65,1607,454,609,557,65,12961,12961
78,0,1,0,1,0,1,0,0,1,1,4,1,0,4,0,1,1,0,16,751,291,366,329,103,704,19,103,460,1193,1963,676,47,1164,329,441,404,47,9390,4695
80,0,1,0,1,0,1,0,0,1,1,4,1,0,3,0,1,1,0,15,3416,1324,1666,1495,470,3203,86,470,2093,5423,8925,3075,214,5295,1495,2007,1836,214,42707,42707
81,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,1827,708,891,799,251,1713,46,251,1119,2901,4774,1645,114,2832,799,1074,982,114,22840,22840
82,0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,1,0,0,9,9,3,4,4,1,8,0,1,5,14,23,8,1,14,4,5,5,1,110,110
83,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,1,0,0,7,19,7,9,8,3,18,1,3,12,30,50,17,1,30,8,11,10,1,238,238
84,0,1,0,1,0,1,0,0,1,1,3,1,0,3,0,1,1,0,14,1338,519,653,586,184,1255,34,184,820,2125,3497,1205,84,2075,586,786,719,84,16734,836.7
