"id","cnt_airlines","cnt_entertainment","cnt_auto_rentals","cnt_vehicles","cnt_business_serv","cnt_clothing_stores","cnt_contracted_serv","cnt_direct_marketing","cnt_govt_serv","cnt_hotel","cnt_misc","cnt_personal_serv_prov","cnt_repair_serv","cnt_retail_stores","cnt_service_prov","cnt_transport","cnt_utilities","cnt_wholesale_distributor","tot_tran_cnt","amt_airlines","amt_entertainment","amt_auto_rentals","amt_vehicles","amt_business_serv","amt_clothing_stores","amt_contracted_serv","amt_direct_marketing","amt_govt_serv","amt_hotel","amt_misc","amt_personal_serv_prov","amt_repair_serv","amt_retail_stores","amt_service_prov","amt_transport","amt_utilities","amt_wholesale_distributor","tot_tran_amt","payment"
2,1,1,2,1,2,1,3,2,1,1,4,1,1,3,1,1,1,1,28,338,131,165,148,47,317,9,47,207,536,883,304,21,524,148,199,182,21,4227,4227
3,2,3,3,3,2,1,1,3,3,1,3,1,1,2,1,1,3,3,37,324,126,158,142,45,304,8,45,199,515,848,292,20,503,142,191,174,20,4056,4056
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,1,1,3,3,1,0,3,1,1,3,1,3,3,3,1,1,1,31,15,6,7,7,2,14,0,2,9,24,40,14,1,24,7,9,8,1,190,190
8,3,1,1,1,2,2,3,1,1,1,5,1,2,4,3,1,1,2,35,281,109,137,123,39,264,7,39,172,446,734,253,18,436,123,165,151,18,3515,3515
9,2,1,3,3,1,1,2,1,1,1,2,2,3,2,1,1,1,1,29,816,316,398,357,112,765,21,112,500,1296,2132,735,51,1265,357,480,439,51,10203,10203
10,3,1,3,1,2,1,3,3,1,1,4,1,1,3,2,1,1,2,34,153,59,75,67,21,143,4,21,94,243,399,138,10,237,67,90,82,10,1913,1913
11,2,1,1,1,3,1,1,3,1,1,3,1,1,3,1,1,1,2,28,119,46,58,52,16,112,3,16,73,189,312,107,8,185,52,70,64,8,1490,745
12,2,1,1,1,1,1,1,1,1,1,4,1,3,4,3,1,1,1,29,17,7,8,8,2,16,1,2,11,27,45,15,1,27,8,10,9,1,215,53.75
13,2,3,2,3,3,1,3,1,1,1,3,1,1,2,3,1,1,1,33,837,324,408,366,115,784,21,115,513,1328,2186,753,52,1297,366,492,450,52,10459,522.95
15,1,1,2,1,3,1,3,3,1,1,4,1,1,3,3,1,1,2,33,627,243,306,274,86,587,16,86,384,995,1637,564,39,971,274,368,337,39,7833,7833
