"id","cnt_airlines","cnt_entertainment","cnt_auto_rentals","cnt_vehicles","cnt_business_serv","cnt_clothing_stores","cnt_contracted_serv","cnt_direct_marketing","cnt_govt_serv","cnt_hotel","cnt_misc","cnt_personal_serv_prov","cnt_repair_serv","cnt_retail_stores","cnt_service_prov","cnt_transport","cnt_utilities","cnt_wholesale_distributor","tot_tran_cnt","amt_airlines","amt_entertainment","amt_auto_rentals","amt_vehicles","amt_business_serv","amt_clothing_stores","amt_contracted_serv","amt_direct_marketing","amt_govt_serv","amt_hotel","amt_misc","amt_personal_serv_prov","amt_repair_serv","amt_retail_stores","amt_service_prov","amt_transport","amt_utilities","amt_wholesale_distributor","tot_tran_amt","payment"
1,1,1,3,1,3,1,2,2,1,1,3,1,3,2,2,1,2,2,32,2663,1032,1298,1165,366,2497,67,366,1631,4227,6957,2397,167,4128,1165,1565,1431,167,33289,33289
2,2,1,1,1,2,1,1,2,1,1,4,1,1,4,1,1,1,3,29,108,42,52,47,15,101,3,15,66,171,281,97,7,167,47,63,58,7,1347,202.05
3,3,2,2,3,1,3,3,2,1,3,1,2,3,1,3,2,1,2,38,102,39,50,44,14,95,3,14,62,161,265,91,6,157,44,60,55,6,1268,1268
4,1,2,2,2,1,1,2,2,1,1,3,1,2,2,3,1,1,1,29,31,12,15,13,4,29,1,4,19,49,80,28,2,47,13,18,17,2,384,192
5,2,1,2,3,3,1,1,1,2,1,3,1,2,2,3,1,3,3,35,181,70,88,79,25,170,5,25,111,287,473,163,11,281,79,106,97,11,2262,2262
7,3,1,1,1,3,1,0,2,1,1,4,1,3,3,3,1,1,3,33,10,4,5,5,1,10,0,1,6,16,26,9,1,16,5,6,6,1,128,64
8,1,1,3,1,1,2,3,1,1,1,5,1,2,5,2,1,1,3,35,51,20,25,23,7,48,1,7,32,82,134,46,3,80,23,30,28,3,643,321.5
9,3,1,2,1,2,1,2,2,1,1,3,1,2,3,3,1,1,3,33,541,210,264,237,74,507,14,74,331,858,1412,487,34,838,237,318,291,34,6761,3380.5
10,3,2,2,1,1,1,1,1,1,1,3,1,1,2,3,1,3,2,30,590,228,287,258,81,553,15,81,361,936,1540,531,37,914,258,346,317,37,7370,3685
11,2,1,3,1,3,1,3,1,1,1,4,1,3,3,1,1,1,1,32,374,145,182,164,52,351,9,52,229,594,977,337,23,580,164,220,201,23,4677,4677
12,1,1,1,1,3,2,2,1,1,1,5,1,1,4,1,1,1,3,31,4742,1838,2312,2075,652,4446,119,652,2905,7528,12389,4268,296,7351,2075,2786,2549,296,59279,59279
13,3,1,2,1,1,1,1,3,1,1,3,1,2,3,3,1,1,2,31,20692,8018,10087,9053,2845,19398,517,2845,12674,32848,54057,18622,1293,32072,9053,12156,11122,1293,258645,64661.25
15,1,1,3,1,2,1,3,1,1,1,4,1,1,3,2,1,1,1,29,2475,959,1207,1083,340,2320,62,340,1516,3929,6466,2227,155,3836,1083,1454,1330,155,30937,30937
16,2,1,2,1,1,1,2,3,1,1,3,1,3,2,2,1,1,3,31,36,14,17,16,5,34,1,5,22,57,93,32,2,55,16,21,19,2,447,1341
17,3,1,2,3,1,1,3,3,1,1,2,3,2,2,3,1,2,1,35,1531,593,747,670,211,1436,38,211,938,2431,4000,1378,96,2373,670,900,823,96,19142,19142
19,3,2,2,1,3,1,1,2,3,1,2,1,1,2,1,1,2,3,32,159,62,77,70,22,149,4,22,97,252,415,143,10,246,70,93,85,10,1986,993
20,1,1,2,1,2,1,0,3,1,1,3,1,3,3,2,1,1,3,30,11,4,5,5,2,10,0,2,7,17,28,10,1,17,5,6,6,1,137,68.5
21,1,1,3,3,3,1,1,1,1,1,3,1,3,2,1,1,2,2,31,515,200,251,225,71,483,13,71,315,817,1345,463,32,798,225,302,277,32,6435,6435
22,3,1,1,1,3,1,1,2,1,1,3,1,3,3,3,1,1,2,32,2626,1018,1280,1149,361,2462,66,361,1609,4169,6861,2364,164,4071,1149,1543,1412,164,32829,32829
23,2,1,1,1,1,1,3,2,1,1,4,1,2,3,1,1,1,2,29,129,50,63,56,18,121,3,18,79,204,336,116,8,199,56,76,69,8,1609,1609
24,2,2,1,3,2,1,2,1,2,1,3,1,2,2,3,1,1,1,31,10810,4189,5270,4729,1486,10134,270,1486,6621,17160,28240,9729,676,16755,4729,6351,5810,676,135121,135121
26,1,3,1,2,1,1,3,2,3,1,3,1,2,2,1,1,1,1,30,65,25,32,29,9,61,2,9,40,104,170,59,4,101,29,38,35,4,816,40.8
27,2,1,3,1,2,1,2,3,1,1,4,1,1,4,1,1,1,1,31,4757,1843,2319,2081,654,4459,119,654,2914,7551,12427,4281,297,7373,2081,2795,2557,297,59459,29729.5
28,2,1,3,1,3,1,3,2,1,1,3,1,2,2,3,1,1,1,32,75,29,36,33,10,70,2,10,46,118,195,67,5,116,33,44,40,5,934,467
29,3,1,3,1,2,1,2,3,1,1,3,1,3,3,1,1,1,1,32,412,160,201,180,57,386,10,57,253,654,1077,371,26,639,180,242,222,26,5153,1288.25
30,1,1,1,1,2,2,1,1,1,1,6,1,1,5,3,1,1,1,31,410,159,200,179,56,384,10,56,251,650,1070,369,26,635,179,241,220,26,5121,256.05
31,2,1,2,1,3,2,2,1,1,2,6,1,1,6,2,1,1,1,36,18,7,9,8,2,16,1,2,11,28,46,16,1,27,8,10,9,1,220,110
33,3,1,3,1,3,1,3,3,1,1,3,1,2,2,1,1,1,1,32,138,53,67,60,19,129,4,19,85,219,360,124,9,214,60,81,74,9,1724,1724
34,3,1,2,1,2,2,2,1,1,1,6,1,3,5,1,1,1,2,36,26,10,13,11,4,24,1,4,16,41,67,23,2,40,11,15,14,2,324,324
35,2,1,1,1,3,2,1,3,1,1,5,1,1,4,3,1,1,3,35,33,13,16,14,5,31,1,5,20,52,86,30,2,51,14,19,18,2,412,206
36,3,1,3,1,3,1,0,2,1,1,3,1,2,3,2,1,1,3,32,10,4,5,4,1,10,0,1,6,16,26,9,1,16,4,6,6,1,126,63
